0.0;1.0;1.0;0.0
0.1;1.54321;1.23451;0.3087
0.2;2.18752;1.5603200000000002;0.6272
0.30000000000000004;2.95963;2.0209300000000003;0.9386999999999999
0.4;3.8934400000000005;2.6742400000000006;1.2191999999999998
0.5;5.03125;3.59375;1.4375
0.6000000000000001;6.4249600000000004;4.869760000000001;1.5551999999999992
0.7000000000000001;8.137270000000001;6.610570000000001;1.5267
0.8;10.242880000000001;8.943680000000002;1.299199999999999
0.9;12.829690000000001;12.016990000000002;0.8126999999999995
1.0;16.0;16.0;0.0
